product_idx,true_class,true_class_cz,true_distance,rules_class,rules_class_cz,rules_distance,ml_class,ml_class_cz,ml_distance,savings_m
28364,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
27159,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
16869,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
6448,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
7773,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
23117,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
7559,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
19010,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
30458,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
20374,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
19013,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,shelf_picking,Police,45,0
9184,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
19186,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
27471,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
25348,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
1109,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
1899,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
3764,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
17906,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
23618,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
18842,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
29531,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
30455,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
17156,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
12867,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
3645,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
31021,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
31523,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
23340,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
18206,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
23951,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
13978,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
1032,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
29154,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
3771,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
23860,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
17982,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
1671,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
18379,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
3353,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21872,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
6009,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
7955,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21886,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
26399,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
19106,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
3269,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
20432,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21054,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
32730,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
1681,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
3211,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
10587,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
22309,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
25528,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
9682,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
15697,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
7856,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
20918,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
27013,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
5783,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
16098,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
12558,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
6714,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,front_zone_bin,Přední zóna,15,65
24844,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
9329,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
4615,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21560,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
30589,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
21421,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
4438,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21024,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
4396,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21436,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
32449,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
10811,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
8091,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
109,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
19237,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
10703,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
32683,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
5442,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
73,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
30206,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
30678,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
6616,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
20433,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
4444,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
12911,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
13456,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
25843,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
26295,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
13227,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
26861,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
26021,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
20450,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,front_zone_bin,Přední zóna,15,65
18615,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
20822,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
12096,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
24637,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
32543,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
10723,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
30995,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
3391,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
16031,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
15952,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
19276,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
4464,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
25562,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
11390,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
22418,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
15686,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
23378,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
27293,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
7989,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
29769,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
32197,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
9905,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
31991,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
4455,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
25026,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
4081,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
6434,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
15824,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
24982,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
20845,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
19590,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
28312,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
10193,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
25145,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
32259,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
29526,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
23582,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
14802,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
32222,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
27893,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
14490,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
27345,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
18297,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
1076,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
27367,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
15360,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
14698,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
19897,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
1097,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
28043,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
5304,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
14717,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
22542,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
7149,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
3047,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
22067,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
9008,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
26328,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
12566,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
10620,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
13832,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,front_zone_bin,Přední zóna,15,65
3154,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
7637,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
28646,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
30423,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
13696,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
32177,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
27959,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
19953,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
21613,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
17105,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
25538,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
27463,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
2725,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
5930,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
3946,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
19861,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
486,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
26336,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
11680,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
3723,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
7564,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
8202,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
4404,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
4669,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
30070,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
23320,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
4149,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
6953,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
3903,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
32071,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
30571,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
8026,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
18106,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
28684,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
24368,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
8316,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
23109,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21891,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
16835,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
4613,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
391,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
30326,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
19062,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
7779,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
16442,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
21029,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
32069,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
26172,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
16658,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
18867,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
11447,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
2104,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
19778,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
4841,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
27669,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
7080,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
24229,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
25153,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
3115,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
32017,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
25640,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
21994,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
2357,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
12614,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
3882,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
25211,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
12894,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,special_zone,Speciální zóna,45,0
5948,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
12788,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
20201,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
12750,pallet_rack,Paleta,80,pallet_rack,Paleta,80,front_zone_bin,Přední zóna,15,65
16673,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
19586,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
3657,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
3665,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
4721,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
16131,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
30013,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
10118,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
28442,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
23528,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
6212,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
5649,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
10089,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
19614,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
30536,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
19627,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
17457,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
8030,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
2444,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
30007,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
23892,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
30115,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
25422,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
19508,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
27217,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
22134,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
7935,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
11315,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
23523,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
11890,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
16321,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
18652,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
13176,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
18565,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
14127,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
27944,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
2325,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,front_zone_bin,Přední zóna,15,65
16576,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
14128,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
25512,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
2069,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
9848,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
15273,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
7810,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
12848,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
30253,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
28918,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
27812,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
25106,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
16,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
17176,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
2807,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
18713,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
16071,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
12404,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
18668,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
18285,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
28942,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
15540,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
9396,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,front_zone_bin,Přední zóna,15,65
24311,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
27699,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
26285,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
19573,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
26863,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
3459,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
13531,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
20099,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
18814,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
1928,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
18873,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
20351,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
19284,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
